repo_owner,repo_name,Category,Number of Components,Low,Medium,High,Critical,Total Vulnerabilities,CWE Tags,vulnerability-proneness-all,commits,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,labels,topics,lang_shell,lang_makefile,lang_cplusplus,lang_typescript,lang_nix,lang_jinja,lang_css,lang_smarty,lang_dockerfile,lang_mustache,lang_java,lang_rust,lang_python,lang_swift,lang_objective_c,lang_javascript,lang_php,lang_odin,lang_hcl,lang_agda,lang_cmake,lang_c#,lang_nunjucks,lang_batchfile,lang_dart,lang_lua,lang_html,lang_handlebars,lang_vue,lang_powershell,lang_kotlin,lang_ruby,lang_julia,lang_jq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,network_count,subscribers_count,languages
google-github-actions,deploy-cloudrun,deployment,92,0,1,3,0,4," cwe-1333, cwe-020",4.0,30,3,30,120,11,490,16,4550,30,6,30,1,4550000,6," cloud-run,  cloudrun,  gcp,  github-actions,  google-cloud,  google-cloud-platform,  google-cloud-run, actions",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub Action for deploying services to Google Cloud Run.,TypeScript,Apache License 2.0,True,True,497.0,120.0,11.0,"['TypeScript', 'JavaScript', 'Dockerfile']"
google-github-actions,get-gke-credentials,deployment,43,0,0,2,2,4," cwe-259,  cwe-321,  cwe-798, cwe-020",4.0,30,3,24,39,5,108,9,3828,30,1,30,0,3828000,6," gcp,  github-actions,  gke,  google-cloud,  google-cloud-platform,  google-kubernetes-engine,  kubernetes, actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub Action that configure authentication to a GKE cluster.,TypeScript,Apache License 2.0,True,True,108.0,41.0,5.0,"['TypeScript', 'Shell', 'JavaScript']"
google-github-actions,upload-cloud-storage,deployment,106,0,2,2,2,6," cwe-259,  cwe-321,  cwe-798, cwe-020",6.0,30,3,30,51,11,233,11,7540,30,0,30,0,7540000,6," gcp,  gcs,  github-actions,  google-cloud,  google-cloud-platform,  google-cloud-storage, actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub Action for uploading files to a Google Cloud Storage (GCS) bucket.,TypeScript,Apache License 2.0,True,True,238.0,51.0,11.0,"['TypeScript', 'Shell', 'JavaScript']"
grassedge,git-pr-release-action,deployment,431,3,14,21,5,43," cwe-080,  cwe-116,  cwe-1321,  cwe-1333,  cwe-173,  cwe-184,  cwe-20,  cwe-22,  cwe-319,  cwe-345,  cwe-400,  cwe-476,  cwe-668,  cwe-697,  cwe-74,  cwe-77,  cwe-770,  cwe-78,  cwe-915,  cwe-918,  cwe-94,  n/a, cwe-020",43.0,11,16,1,9,1,15,1,1819,24,20,20,16,1819000,10," pull-request,  release, github-actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
h5bp,server-configs-test,testing,177,0,0,1,0,1,cwe-1333,1.0,30,2,30,17,6,42,4,5584,30,0,30,0,5584000,12," ci,  config,  github-actions,  h5bp,  standard,  test, actions",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tests for HTTP server boilerplate configs,JavaScript,MIT License,False,True,41.0,17.0,6.0,"['JavaScript', 'HTML', 'CSS']"
jimmygchen,runner-fallback-action,utilities,14,0,0,1,0,1,cwe-020,1.0,30,9,2,7,4,21,4,291,27,6,27,6,291000,12," github-actions,  github-runners,  github-workflows,  self-hosted-runners, ci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github action to determine the availability of self-hosted runners,JavaScript,MIT License,False,False,22.0,7.0,4.0,['JavaScript']
jitterbit,get-changed-files,utilities,653,4,14,20,3,41," cwe-1321,  cwe-1333,  cwe-173,  cwe-184,  cwe-20,  cwe-200,  cwe-345,  cwe-359,  cwe-400,  cwe-476,  cwe-697,  cwe-74,  cwe-770,  cwe-78,  cwe-915,  cwe-918, cwe-020",41.0,30,15,1,145,5,230,2,408,30,50,30,20,408000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Get all of the files changed/modified in a pull request or push's commits.,TypeScript,MIT License,False,True,232.0,145.0,5.0,"['TypeScript', 'JavaScript']"
joao-zanutto,get-selected,utilities,38,0,0,2,0,2,cwe-020,2.0,20,4,3,0,1,18,1,412,16,4,14,3,412000,12," custom-actions,  github-actions,  manual-action, actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Actions that retrieves the values of selected checkboxes for workflow_dispatch events,JavaScript,MIT License,False,False,18.0,0.0,1.0,['JavaScript']
jontze,action-mdbook,deployment,801,0,0,2,0,2," cwe-1333, cwe-020",2.0,30,3,13,3,1,14,4,3379,30,4,30,1,3379000,14," github-actions,  marketplace,  mdbook,  mdbook-admonish,  mdbook-katex,  mdbook-linkcheck,  mdbook-mermaid,  mdbook-open-on-gh,  mdbook-plugin,  mdbook-plugins,  mdbook-preprocessor,  mdbook-toc,  mermaid, action",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A GitHub Action that installs mdBook on a GitHub Runner and supports various plugins like linkcheck, mermaid, toc, open-on-gh, admonish, and katex for enhanced functionality.",TypeScript,MIT License,False,True,14.0,3.0,1.0,"['TypeScript', 'JavaScript']"
jpb06,jest-badges-action,testing,673,3,5,4,0,12," cwe-078,  cwe-088,  cwe-1333,  cwe-20,  cwe-200,  cwe-284,  cwe-400,  cwe-918, cwe-020",12.0,30,3,30,19,2,35,3,1600,30,0,30,0,1600000,9," ci-cd,  github-actions,  jest,  test-coverage, badges",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
julia-actions,registeraction,publishing,22,0,1,2,0,3," cwe-173,  cwe-74, cwe-1333",3.0,11,1,7,4,3,17,1,869,13,6,5,1,869000,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Register Julia packages via GitHub Actions,JavaScript,MIT License,False,True,17.0,4.0,3.0,['JavaScript']
julia-actions,install-juliaup,continuous integration,41,0,0,0,0,0,,0.0,30,5,13,2,2,17,2,1031,30,9,30,4,1031000,15,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GitHub Action that installs Juliaup (and uses Juliaup to install Julia),TypeScript,MIT License,False,True,17.0,2.0,2.0,"['TypeScript', 'Julia', 'Makefile', 'JavaScript']"
jwgmeligmeyling,pmd-github-action,security,70,0,2,4,1,7," cwe-1321,  cwe-173,  cwe-400,  cwe-74, cwe-020",7.0,11,12,2,9,2,13,2,1040,30,16,30,6,1040000,10," github-actions-java,  pmd,  static-analysis, github-actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Push PMD results as check run annotations,TypeScript,MIT License,False,True,13.0,9.0,2.0,"['TypeScript', 'JavaScript']"
kamilkisiela,bob,continuous integration,541,0,7,9,1,17," cwe-178,  cwe-184,  cwe-200,  cwe-367,  cwe-400,  cwe-50,  cwe-74,  cwe-79,  cwe-835, cwe-1333",17.0,30,10,23,12,7,48,13,1310,30,19,30,1,1310000,11," cli,  typescript,  yarn-workspaces, bundler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
kanadgupta,glitch-sync,deployment,5,0,0,0,0,0,,0.0,30,1,7,19,1,45,2,1113,30,0,30,0,1113000,11," github-actions,  glitch, action",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sync your GitHub repository with Glitch via GitHub Actions! 🎏,TypeScript,MIT License,False,True,45.0,19.0,1.0,"['TypeScript', 'HTML']"
kanga333,variable-mapper,utilities,18,0,0,1,0,1,cwe-020,1.0,30,2,6,34,4,44,3,796,30,7,30,2,796000,10,github-actions,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github Action for mapping variables by a specific key,TypeScript,MIT License,False,True,44.0,34.0,4.0,"['TypeScript', 'Dockerfile', 'JavaScript']"
kevin-david,zipalign-sign-android-release,publishing,17,0,0,0,0,0,,0.0,30,3,4,9,2,23,10,41894,23,1,23,1,41894000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub action to sign and zipalign an APK or AAB,JavaScript,MIT License,False,True,23.0,139.0,2.0,"['JavaScript', 'TypeScript']"
kiegroup,git-backporting,continuous integration,68,0,0,8,6,14," cwe-259,  cwe-321,  cwe-798, cwe-020",14.0,30,1,27,9,2,19,8,2487,30,10,30,0,2487000,17," automation,  backport,  cherry-pick,  cli,  codeberg,  github,  github-actions,  gitlab,  hacktoberfest,  merge-requests,  pull-requests, action",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Git backporting is a CLI tool to execute pull request backporting.,TypeScript,MIT License,False,True,19.0,9.0,2.0,"['TypeScript', 'JavaScript', 'Shell']"
kiegroup,github-action-build-chain,utilities,103,0,5,3,5,13," cwe-20,  cwe-200,  cwe-259,  cwe-321,  cwe-352,  cwe-798,  cwe-918, cwe-020",13.0,30,11,30,25,5,86,11,5426,30,28,30,1,5426000,21," github-actions,  hacktoberfest,  workflow, github",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
kitabisa,docker-slim-action,utilities,55,0,0,0,0,0,,0.0,27,4,6,5,4,25,4,3973,15,1,8,0,3973000,10," container,  docker,  docker-slim,  github-actions,  slim, actions",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to minify container image by up to 30x (and for compiled languages even more) making it secure too!,TypeScript,MIT License,True,True,25.0,5.0,4.0,"['TypeScript', 'Dockerfile']"
ksivamuthu,aws-copilot-github-action,deployment,13,0,0,1,0,1,cwe-020,1.0,30,7,8,18,4,31,5,540,30,12,30,6,540000,12,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,TypeScript,MIT License,False,True,31.0,18.0,4.0,"['TypeScript', 'HTML', 'JavaScript', 'Dockerfile']"
layer5labs,kanvas-snapshot,code review,513,0,5,8,0,13," cwe-1321,  cwe-1333,  cwe-20,  cwe-200,  cwe-352,  cwe-400,  cwe-476,  cwe-755,  cwe-918, cwe-020",13.0,30,26,30,24,5,28,17,1213,30,5,30,2,1213000,30," kubernetes,  kubernetes-controller,  meshery,  meshmap,  snapshot, iac",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Infrastructure as Diagram delivered to your pull requests.,JavaScript,Apache License 2.0,True,True,29.0,24.0,5.0,"['JavaScript', 'Shell', 'TypeScript']"
laytan,setup-odin,utilities,120,0,2,12,0,14," cwe-1333,  cwe-338,  cwe-400,  cwe-730, cwe-020",14.0,30,3,17,3,3,19,3,16740,30,1,30,0,16740000,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,JavaScript,MIT License,False,False,19.0,3.0,3.0,"['JavaScript', 'Odin']"
leanix,nx-affected-dependencies-action,deployment,9,0,2,1,0,3," cwe-078,  cwe-088,  cwe-74, cwe-020",3.0,30,11,3,0,2,17,2,357,30,10,30,6,357000,12," nrwl-nx, monorepo",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Like ""nx affected"", but filters out the projects that are not dependencies of a provided project 🤓",TypeScript,MIT License,True,False,17.0,0.0,2.0,"['TypeScript', 'JavaScript']"
lhotari,action-upterm,utilities,2,0,0,1,0,1,cwe-020,1.0,30,2,1,35,5,427,4,40,30,16,7,1,40000,9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Debug your GitHub Actions via SSH by using upterm/tmux to get access to the runner system itself. ,JavaScript,MIT License,False,False,429.0,35.0,5.0,"['JavaScript', 'Shell']"
lindluni,actions-variable-groups,utilities,29,0,0,1,0,1,cwe-020,1.0,30,1,12,3,1,15,3,342,10,1,4,0,342000,10,github-actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action for injecting variables from source files,JavaScript,MIT License,False,True,15.0,3.0,1.0,['JavaScript']
loopwerk,tag-changelog,deployment,37,0,0,1,0,1,cwe-020,1.0,30,1,16,15,4,62,4,311,18,0,7,0,311000,9," changelog,  changelog-generator,  github-actions, actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automatically generate a changelog since the last tag, using the conventional commit format",JavaScript,MIT License,False,False,62.0,15.0,4.0,['JavaScript']
lukka,run-cmake,dependency management,378,0,2,2,0,4," cwe-080,  cwe-116,  cwe-1333, cwe-020",4.0,30,8,21,21,5,187,9,2361,30,8,30,0,2361000,12," cplusplus,  cpp,  git,  github-action,  ninja,  vcpkg, cmake",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"GitHub Action to build C++ applications with CMake  (CMakePresets.json), Ninja and vcpkg on GitHub.",TypeScript,MIT License,False,True,187.0,21.0,5.0,"['TypeScript', 'JavaScript', 'CMake', 'C++']"
lukka,run-vcpkg,dependency management,422,0,7,10,0,17," cwe-080,  cwe-116,  cwe-1333,  cwe-338,  cwe-400,  cwe-730,  cwe-77, cwe-020",17.0,30,15,30,27,5,199,9,4251,30,4,30,0,4251000,12," cplusplus,  cpp,  devops,  git,  github-action,  ninja,  vcpkg, cmake",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The GitHub Action to setup vcpkg for your C++ based projects. Stores built ports using Binary Caching backed onto GH Cache.,TypeScript,MIT License,False,True,199.0,28.0,5.0,"['TypeScript', 'JavaScript']"
lwojcik,github-action-feed-to-social-media,utilities,3,0,0,0,0,0,,0.0,30,1,0,4,1,31,2,1871,30,0,30,0,1871000,10," atproto,  automation,  autoposter,  bluesky,  bsky,  discord,  feed,  github-action,  github-actions,  mastodon,  posse,  rss,  slack,  social-media,  twitter, atom",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Post latest RSS feed item to social media (Mastodon, Twitter, Discord, Slack, Bluesky...)",TypeScript,The Unlicense,False,False,31.0,4.0,1.0,"['TypeScript', 'JavaScript']"
machulav,ec2-github-runner,utilities,111,0,0,1,0,1,cwe-020,1.0,30,6,17,348,10,767,13,6121,30,67,30,7,6121000,10," aws,  cicd,  ec2,  ec2-instance,  ec2-runner,  github,  github-actions,  github-actions-runner,  github-workflow,  javascript,  on-demand,  runner,  self-hosted, actions-runner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,On-demand self-hosted AWS EC2 runner for GitHub Actions,JavaScript,MIT License,False,True,773.0,351.0,10.0,['JavaScript']
mainmatter,ember-asset-size-action,deployment,124,0,1,9,0,10," cwe-080,  cwe-116,  cwe-1333,  cwe-173,  cwe-400,  cwe-74, cwe-020",10.0,30,11,6,15,6,22,10,2053,30,12,30,9,2053000,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comment with the diff for the asset sizes on Pull Request,JavaScript,MIT License,False,False,22.0,14.0,6.0,['JavaScript']
managedcode,mauiappversion,deployment,27,0,0,0,0,0,,0.0,25,1,8,1,1,20,2,821,4,1,1,0,821000,9," bumpversion,  csproj,  maui,  version, bump",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This action updates the application version and/or display version properties in a .cproj file for a MAUI application. You can use this action as part of your CI/CD workflow to automatically update the version properties when building and publishing your MAUI application.,JavaScript,MIT License,False,True,20.0,1.0,1.0,['JavaScript']
manusa,actions-setup-minikube,container ci,43,3,1,1,0,5," cwe-088,  cwe-1333,  cwe-200,  cwe-284, cwe-078",5.0,30,6,27,27,4,61,5,16197,30,10,30,4,16197000,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Set up your GitHub Actions workflow with a specific version of Minikube and Kuberentes,JavaScript,Apache License 2.0,False,True,61.0,27.0,4.0,['JavaScript']
marocchino,validate-dependabot,dependency management,754,0,1,3,0,4," cwe-1333, cwe-020",4.0,30,7,7,5,3,26,4,3869,30,11,30,5,3869000,13,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,validate dependabot yaml,TypeScript,MIT License,False,True,27.0,5.0,3.0,"['TypeScript', 'JavaScript']"
martincostello,update-dotnet-sdk,utilities,72,0,0,4,0,4," cwe-327,  cwe-328,  cwe-367, cwe-020",4.0,30,1,30,1,3,18,5,14804,30,3,30,0,14804000,14," github-actions, dotnet",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A GitHub Action that updates the .NET SDK,TypeScript,Apache License 2.0,True,True,18.0,1.0,3.0,"['TypeScript', 'JavaScript', 'PowerShell']"
masci,datadog,monitoring,13,0,0,0,0,0,,0.0,30,1,18,22,3,74,5,800,30,0,30,0,800000,10," datadog,  monitoring, actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Send Datadog metrics and events from GitHub workflows,TypeScript,MIT License,False,True,74.0,22.0,3.0,"['TypeScript', 'JavaScript']"
matlab-actions,setup-matlab,utilities,61,0,0,0,0,0,,0.0,30,8,24,13,9,79,6,2975,30,19,30,2,2975000,10," matlab,  simulink, mathworks",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Set up your GitHub Actions workflow with a specific version of MATLAB.,TypeScript,"BSD 3-Clause ""New"" or ""Revised"" License",True,True,79.0,14.0,9.0,"['TypeScript', 'JavaScript']"
mattermost,action-mattermost-notify,utilities,17,0,0,2,0,2," cwe-367, cwe-020",2.0,30,1,6,10,34,44,5,2277,19,3,11,1,2277000,22," go,  golang,  hacktoberfest,  mattermost, github-actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
mattzcarey,code-review-gpt,code review,1162,6,7,6,0,19," cwe-088,  cwe-1333,  cwe-22,  cwe-400,  cwe-405,  cwe-601,  cwe-74,  cwe-755,  cwe-79,  cwe-89, cwe-078",19.0,30,30,21,184,25,1798,30,4332,30,7,30,1,4332000,13," azure-devops,  chatgpt,  ci,  code-analysis,  code-quality,  code-review,  github,  gpt-3,  gpt-4-turbo,  gpt4,  huggingface,  langchain,  langchain-typescript,  llm,  llms,  openai,  opensource, azure",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Code review powered by LLMs (OpenAI GPT4, Sonnet 3.5) & Embeddings ⚡️ Improve code quality and catch bugs before you break production 🚀 Lives in your Github/GitLab/Azure DevOps CI",TypeScript,MIT License,False,True,1849.0,193.0,25.0,['TypeScript']
mbogh,test-ssl-action,security,10,0,3,1,0,4," cwe-078,  cwe-088, cwe-020",4.0,22,1,6,5,2,22,3,258,10,2,8,1,258000,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,testssl.sh GitHub Action,JavaScript,MIT License,False,False,22.0,6.0,2.0,['JavaScript']
mheap,automatic-approve-action,testing,32,0,0,1,0,1,cwe-173,1.0,15,8,10,2,3,15,3,773,23,5,17,5,773000,10,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automatically approve workflow runs for new contributors,JavaScript,MIT License,False,False,15.0,2.0,3.0,"['JavaScript', 'Dockerfile']"
mheap,require-checklist-action,code review,30,0,0,1,0,1," cwe-730, cwe-400",1.0,24,7,11,18,3,27,7,593,30,6,30,5,593000,10," hacktoberfest, github-action",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,JavaScript,MIT License,False,True,27.0,18.0,3.0,"['JavaScript', 'Dockerfile']"
microsoft,richcodenavindexer,code review,380,4,11,21,4,40," cwe-1333,  cwe-173,  cwe-184,  cwe-20,  cwe-200,  cwe-22,  cwe-269,  cwe-352,  cwe-400,  cwe-697,  cwe-74,  cwe-755,  cwe-77,  cwe-915,  cwe-918, cwe-1321",40.0,30,13,30,14,8,26,13,80074,30,5,30,1,80074000,13,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub Action that adds rich code navigation to a repo's branches and pull requests.,TypeScript,MIT License,True,True,26.0,14.0,8.0,"['TypeScript', 'JavaScript']"
mikepenz,action-junit-report,testing,145,0,0,3,0,3," cwe-400,  cwe-730, cwe-020",3.0,30,30,30,133,5,341,26,13753,30,9,30,4,13753000,11," automation,  cd,  ci,  github-actions,  hacktoberfest,  junit,  test,  test-automation,  workflow, actions",1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Reports junit test results as GitHub Pull Request Check,TypeScript,Apache License 2.0,True,True,346.0,133.0,5.0,"['TypeScript', 'Java', 'JavaScript', 'Kotlin', 'Python', 'Shell']"
mikesprague,teams-incoming-webhook-action,utilities,58,0,1,2,0,3,cwe-020,3.0,30,1,30,5,5,23,2,4710,30,3,30,0,4710000,14," adaptive-cards,  adaptivecards,  github-actions,  ms-teams,  msteams,  webhook, actions",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action that sends an AdaptiveCard notification to an MS Teams Incoming Webhook,TypeScript,MIT License,False,True,23.0,5.0,5.0,"['TypeScript', 'Dockerfile']"
mlg87,pr-reviewer-slack-notify-action,code review,1093,0,2,6,0,8," cwe-080,  cwe-116,  cwe-1333,  cwe-400,  cwe-918, cwe-020",8.0,30,8,30,7,2,26,9,57203,30,9,30,1,57203000,11,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TypeScript,MIT License,False,True,26.0,7.0,2.0,"['TypeScript', 'JavaScript', 'Shell']"
mlugg,setup-zig,utilities,78,0,0,2,0,2," cwe-400, cwe-020",2.0,21,2,5,11,2,116,6,5353,24,7,11,0,5353000,9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Install a Zig compiler for usage in GitHub Actions workflows.,JavaScript,MIT License,False,False,120.0,12.0,3.0,"['JavaScript', 'Shell']"
moonrepo,setup-rust,utilities,406,0,1,3,0,4," cwe-400,  cwe-730, cwe-1333",4.0,30,1,27,9,4,102,4,5571,25,7,12,1,5571000,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
moropo-com,action-trigger-test-run,testing,44,3,1,1,0,5," cwe-200,  cwe-284, cwe-020",5.0,30,4,14,1,1,13,6,986,30,1,30,0,986000,9,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moropo Github Action,TypeScript,MIT License,False,True,13.0,1.0,1.0,['TypeScript']
mrrobotdotapp,classic-discord-webhook,chat,62,0,1,3,0,4," cwe-1333,  cwe-476, cwe-020",4.0,30,1,8,8,2,17,7,3126,19,0,16,0,3126000,9," discord-github,  discord-webhook,  github,  hacktoberfest,  webhook, discord",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This GitHub Action can produce fancy and more meaningful discord messages for your commits. ,JavaScript,GNU General Public License v3.0,True,False,17.0,18.0,2.0,['JavaScript']
necojackarc,auto-request-review,code review,36,0,0,2,0,2,cwe-020,2.0,30,2,19,34,3,130,15,199,30,25,30,2,199000,10," github,  github-actions,  glob,  pull-requests,  request-review, code-review",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub Action that automatically requests review of a pull request based on files changes and/or groups the author belongs to 🤖,JavaScript,MIT License,False,True,132.0,34.0,3.0,['JavaScript']
nelonoel,branch-name,deployment,3,0,1,0,0,1,cwe-74,1.0,12,5,2,23,2,60,2,40,19,10,14,6,40000,10,actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action for exporting current branch name as an environment variable,JavaScript,MIT License,False,True,60.0,23.0,2.0,['JavaScript']
nick-fields,retry,utilities,15,3,2,0,0,5," cwe-078,  cwe-088,  cwe-200,  cwe-284, cwe-020",5.0,30,8,23,88,3,447,17,980,30,44,30,12,980000,11,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Retries a GitHub Action step on failure or timeout,TypeScript,MIT License,False,True,450.0,88.0,3.0,"['TypeScript', 'JavaScript', 'Makefile', 'Shell']"
