repo_owner,repo_name,Category,Number of Components,Low,Medium,High,Critical,Total Vulnerabilities,CWE Tags,vulnerability-proneness-all,commits,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,labels,topics,lang_shell,lang_makefile,lang_cplusplus,lang_typescript,lang_nix,lang_jinja,lang_css,lang_smarty,lang_dockerfile,lang_mustache,lang_java,lang_rust,lang_python,lang_swift,lang_objective_c,lang_javascript,lang_php,lang_odin,lang_hcl,lang_agda,lang_cmake,lang_c#,lang_nunjucks,lang_batchfile,lang_dart,lang_lua,lang_html,lang_handlebars,lang_vue,lang_powershell,lang_kotlin,lang_ruby,lang_julia,lang_jq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,network_count,subscribers_count,languages,dependencies_json,dep_count,dep_error
tinovyatkin,action-php-codesniffer,code review,45,0,2,1,1,4," cwe-078,  cwe-088,  cwe-506,  cwe-74, cwe-020",4.0,30,15,1,26,3,23,3,844,30,25,30,9,844000,9,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github Action to check your code with PHP_CodeSniffer that can check only PR changed files or even lines,TypeScript,MIT License,False,True,23.0,25.0,3.0,"['TypeScript', 'PHP', 'JavaScript']","{""repository"": ""tinovyatkin/action-php-codesniffer"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.2.6"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""5.1.1"", ""type"": ""production""}, {""name"": ""@octokit/webhooks"", ""version"": ""12.0.3"", ""type"": ""production""}, {""name"": ""git-blame-json"", ""version"": ""1.0.2"", ""type"": ""production""}, {""name"": ""php-codesniffer"", ""version"": ""1.0.2"", ""type"": ""production""}, {""name"": ""picomatch"", ""version"": ""2.2.2"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""29.5.4"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""18.17.3"", ""type"": ""development""}, {""name"": ""@types/picomatch"", ""version"": ""2.2.1"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""6.6.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""6.6.0"", ""type"": ""development""}, {""name"": ""@zeit/ncc"", ""version"": ""0.22.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.46.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""9.0.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""27.2.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.6.4"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""29.6.4"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""4.1.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.0.3"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""29.1.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.2.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 21, ""error"": null}}",21,
tj-actions,glob,continuous integration,543,0,0,1,0,1,cwe-020,1.0,30,8,30,21,2,17,10,9286,30,9,30,3,9286000,17," braces,  cicd,  github,  github-actions,  glob,  globstar,  minimatch,  pattern-matching, actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:octocat: Github action to match glob patterns with support for matching deleted files.,TypeScript,MIT License,False,True,17.0,21.0,2.0,"['TypeScript', 'JavaScript']","{""repository"": ""tj-actions/glob"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""1.1.1"", ""type"": ""production""}, {""name"": ""@actions/glob"", ""version"": ""0.5.0"", ""type"": ""production""}, {""name"": ""minimatch"", ""version"": ""^10.0.1"", ""type"": ""production""}, {""name"": ""uuid"", ""version"": ""10.0.0"", ""type"": ""production""}, {""name"": ""@eslint/eslintrc"", ""version"": ""^3.0.2"", ""type"": ""development""}, {""name"": ""@eslint/js"", ""version"": ""^9.1.1"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^29.5.12"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""22.13.5"", ""type"": ""development""}, {""name"": ""@types/uuid"", ""version"": ""10.0.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""7.18.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^9.1.1"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^9.0.0"", ""type"": ""development""}, {""name"": ""eslint-config-standard-with-typescript"", ""version"": ""^43.0.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-eslint-comments"", ""version"": ""^3.2.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-filenames"", ""version"": ""^1.3.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""5.1.8"", ""type"": ""development""}, {""name"": ""eslint-plugin-i18n-text"", ""version"": ""^1.0.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.25.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""28.11.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-n"", ""version"": ""^15.0.0 || ^16.0.0 || ^17.0.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-no-only-tests"", ""version"": ""^3.1.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.0.0-alpha.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-promise"", ""version"": ""^7.0.0"", ""type"": ""development""}, {""name"": ""globals"", ""version"": ""^15.0.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.5.2"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.7.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 30, ""error"": null}}",30,
tmcw,notfoundbot,monitoring,642,0,13,22,4,39," cwe-080,  cwe-116,  cwe-1321,  cwe-1333,  cwe-173,  cwe-184,  cwe-269,  cwe-400,  cwe-697,  cwe-74,  cwe-77,  cwe-770,  cwe-915,  cwe-918,  cwe-94, cwe-020",39.0,30,5,9,7,4,114,6,3038,30,9,30,1,3038000,11," hugo,  jekyll, actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan,"{""repository"": ""tmcw/notfoundbot"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.3.0"", ""type"": ""production""}, {""name"": ""@iarna/toml"", ""version"": ""^2.2.5"", ""type"": ""production""}, {""name"": ""@types/js-yaml"", ""version"": ""^3.12.5"", ""type"": ""production""}, {""name"": ""js-yaml"", ""version"": ""^3.14.1"", ""type"": ""production""}, {""name"": ""standard-version"", ""version"": ""^9.1.0"", ""type"": ""production""}, {""name"": ""@actions/cache"", ""version"": ""^1.0.5"", ""type"": ""development""}, {""name"": ""@actions/github"", ""version"": ""^4.0.0"", ""type"": ""development""}, {""name"": ""@types/glob"", ""version"": ""^7.1.3"", ""type"": ""development""}, {""name"": ""@types/mdast"", ""version"": ""^3.0.3"", ""type"": ""development""}, {""name"": ""@types/tap"", ""version"": ""^14.10.1"", ""type"": ""development""}, {""name"": ""@types/unist"", ""version"": ""^2.0.3"", ""type"": ""development""}, {""name"": ""glob"", ""version"": ""^7.1.6"", ""type"": ""development""}, {""name"": ""is-absolute-url"", ""version"": ""^3.0.3"", ""type"": ""development""}, {""name"": ""magic-string"", ""version"": ""^0.25.7"", ""type"": ""development""}, {""name"": ""nock"", ""version"": ""^13.0.5"", ""type"": ""development""}, {""name"": ""p-all"", ""version"": ""^3.0.0"", ""type"": ""development""}, {""name"": ""remark"", ""version"": ""^13.0.0"", ""type"": ""development""}, {""name"": ""remark-frontmatter"", ""version"": ""^3.0.0"", ""type"": ""development""}, {""name"": ""tap"", ""version"": ""^15.0.9"", ""type"": ""development""}, {""name"": ""tempy"", ""version"": ""^1.0.0"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.0.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.1.3"", ""type"": ""development""}, {""name"": ""unified"", ""version"": ""^9.2.0"", ""type"": ""development""}, {""name"": ""unist-util-select"", ""version"": ""^3.0.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 24, ""error"": null}}",24,
toshimaru,auto-author-assign,project management,27,0,0,1,0,1,cwe-020,1.0,30,4,30,21,4,105,6,1464,30,7,30,2,1464000,12,github-actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Actions: Automatically assign pull request authors.,JavaScript,MIT License,False,True,108.0,21.0,4.0,['JavaScript'],"{""repository"": ""toshimaru/auto-author-assign"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""6.0.0"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""standard-version"", ""version"": ""^9.5.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 4, ""error"": null}}",4,
tubone24,update_release,deployment,66,0,1,6,0,7," cwe-1333,  cwe-173,  cwe-74,  cwe-770, cwe-020",7.0,30,20,4,6,3,16,7,1500,30,23,30,10,1500000,13," github-releases, github-actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This GitHub Action (written in JavaScript) is to change the Body Text and Name of an already created Release with using the GitHub Release API.,TypeScript,MIT License,False,True,16.0,6.0,3.0,"['TypeScript', 'JavaScript', 'Shell']","{""repository"": ""tubone24/update_release"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.6.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""2.2.0"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""1.1.1"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""29.2.1"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""16.18.3"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""5.42.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.34.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.26.0"", ""type"": ""development""}, {""name"": ""eslint-config-airbnb"", ""version"": ""19.0.4"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""8.5.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""4.4.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""2.26.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""27.1.3"", ""type"": ""development""}, {""name"": ""eslint-plugin-jsx-a11y"", ""version"": ""6.6.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""4.2.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-react"", ""version"": ""7.31.10"", ""type"": ""development""}, {""name"": ""husky"", ""version"": ""8.0.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.2.2"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""29.2.2"", ""type"": ""development""}, {""name"": ""lint-staged"", ""version"": ""13.0.3"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.7.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""29.0.3"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""4.8.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 23, ""error"": null}}",23,
turtlequeue,setup-babashka,container ci,569,3,2,5,0,10," cwe-1321,  cwe-1333,  cwe-200,  cwe-284,  cwe-400, cwe-020",10.0,20,3,9,4,3,28,3,225,24,3,16,0,225000,9,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,github actions for installing borkdude/babashka,TypeScript,Eclipse Public License 1.0,False,False,28.0,4.0,3.0,"['TypeScript', 'JavaScript']","{""repository"": ""turtlequeue/setup-babashka"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^2.0.1"", ""type"": ""production""}, {""name"": ""uuid"", ""version"": ""^9.0.1"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.12"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.12.2"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""^7.5.8"", ""type"": ""development""}, {""name"": ""@types/uuid"", ""version"": ""^9.0.8"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.57.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.10.2"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.2.5"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.2"", ""type"": ""development""}, {""name"": ""tsx"", ""version"": ""^4.7.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.4.3"", ""type"": ""development""}, {""name"": ""typescript-formatter"", ""version"": ""^7.2.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 17, ""error"": null}}",17,
umani,changed-files,utilities,160,0,1,4,0,5," cwe-400,  cwe-730, cwe-1333",5.0,30,6,13,16,3,28,8,2003,30,2,23,1,2003000,10," github,  github-actions,  typescript,  workflows, ci",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub action to export a PR's changed files,TypeScript,MIT License,False,True,28.0,16.0,3.0,['TypeScript'],"{""repository"": ""umani/changed-files"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.10.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""5.1.1"", ""type"": ""production""}, {""name"": ""@types/node"", ""version"": ""18.15.5"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""5.56.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""5.56.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.36.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.36.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""8.8.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""4.2.1"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.8.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.0.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 11, ""error"": null}}",11,
usimd,pi-gen-action,publishing,52,3,0,0,0,3," cwe-284, cwe-200",3.0,30,6,8,11,3,49,4,1309,30,8,30,3,1309000,10," pi-gen,  raspberry-pi, actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action to build Raspberry Pi images using official pi-gen tool,TypeScript,MIT License,False,True,49.0,12.0,3.0,"['TypeScript', 'Shell', 'JavaScript']","{""repository"": ""usimd/pi-gen-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@actions/glob"", ""version"": ""^0.5.0"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.1.3"", ""type"": ""production""}, {""name"": ""ansi-colors"", ""version"": ""^4.1.3"", ""type"": ""production""}, {""name"": ""json-colorizer"", ""version"": ""^3.0.1"", ""type"": ""production""}, {""name"": ""tmp"", ""version"": ""0.2.3"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""29.5.14"", ""type"": ""development""}, {""name"": ""@types/js-yaml"", ""version"": ""4.0.9"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""20.17.11"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""7.5.8"", ""type"": ""development""}, {""name"": ""@types/tmp"", ""version"": ""0.2.6"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""7.18.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""7.18.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.57.1"", ""type"": ""development""}, {""name"": ""eslint-import-resolver-typescript"", ""version"": ""3.7.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""github:github/eslint-plugin-github#main"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""28.10.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.1.3"", ""type"": ""development""}, {""name"": ""eslint-plugin-workspaces"", ""version"": ""0.10.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""jest-mock-extended"", ""version"": ""3.0.7"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""4.1.0"", ""type"": ""development""}, {""name"": ""markdown-replace-section"", ""version"": ""0.4.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.4.2"", ""type"": ""development""}, {""name"": ""semver"", ""version"": ""7.6.3"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""29.2.5"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""10.9.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.7.2"", ""type"": ""development""}, {""name"": ""typescript-eslint"", ""version"": ""^7.0.2"", ""type"": ""development""}, {""name"": ""word-wrap"", ""version"": ""1.2.5"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 33, ""error"": null}}",33,
varunsridharan,action-github-workflow-sync,utilities,53,0,1,2,0,3,cwe-020,3.0,30,5,8,15,3,65,7,1082,30,10,13,1,1082000,4," github-action-docker,  github-action-workflow,  github-action-workflow-sync,  github-actions,  github-workflow,  github-workflows,  sync,  vs-github-action,  workflow,  workflow-sync,  workflows, github-action",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github Action To Sync Github Action's Workflow Files Across Repositories,JavaScript,MIT License,True,True,66.0,15.0,3.0,['JavaScript'],"{""repository"": ""varunsridharan/action-github-workflow-sync"", ""dependencies"": [{""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@octokit/core"", ""version"": ""^6.1.2"", ""type"": ""production""}, {""name"": ""@octokit/plugin-retry"", ""version"": ""^7.1.2"", ""type"": ""production""}, {""name"": ""@octokit/plugin-throttling"", ""version"": ""^9.3.2"", ""type"": ""production""}, {""name"": ""actions-js-toolkit"", ""version"": ""^0.0.15"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 6, ""error"": null}}",6,
vimtor,action-zip,utilities,243,2,8,13,3,26," cwe-080,  cwe-116,  cwe-1321,  cwe-1333,  cwe-173,  cwe-200,  cwe-22,  cwe-29,  cwe-400,  cwe-697,  cwe-77,  cwe-770,  cwe-915, cwe-020",26.0,30,1,3,33,3,89,11,50,30,10,15,0,50000,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,🗄️ Action for zipping files easily,JavaScript,MIT License,False,False,88.0,33.0,3.0,['JavaScript'],"{""repository"": ""vimtor/action-zip"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^2.1.1"", ""type"": ""production""}, {""name"": ""adm-zip"", ""version"": ""^0.4.14"", ""type"": ""production""}, {""name"": ""zip-local"", ""version"": ""^0.3.4"", ""type"": ""production""}, {""name"": ""@zeit/ncc"", ""version"": ""^0.21.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^6.8.0"", ""type"": ""development""}, {""name"": ""husky"", ""version"": ""^4.2.3"", ""type"": ""development""}, {""name"": ""npm-run-all"", ""version"": ""^4.1.5"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 8, ""error"": null}}",8,
