repo_owner,repo_name,Category,Number of Components,Low,Medium,High,Critical,Total Vulnerabilities,CWE Tags,vulnerability-proneness-all,commits,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,labels,topics,lang_shell,lang_makefile,lang_cplusplus,lang_typescript,lang_nix,lang_jinja,lang_css,lang_smarty,lang_dockerfile,lang_mustache,lang_java,lang_rust,lang_python,lang_swift,lang_objective_c,lang_javascript,lang_php,lang_odin,lang_hcl,lang_agda,lang_cmake,lang_c#,lang_nunjucks,lang_batchfile,lang_dart,lang_lua,lang_html,lang_handlebars,lang_vue,lang_powershell,lang_kotlin,lang_ruby,lang_julia,lang_jq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,network_count,subscribers_count,languages,dependencies_json,dep_count,dep_error
stoat-dev,stoat-action,utilities,2607,4,9,15,0,28," cwe-080,  cwe-116,  cwe-1333,  cwe-200,  cwe-307,  cwe-367,  cwe-400,  cwe-405,  cwe-476,  cwe-74,  cwe-770,  cwe-79,  cwe-835, cwe-020",28.0,30,6,14,3,1,67,4,11262,30,18,30,4,11262000,10," comment,  continuous-integration,  developer-tools,  github-action,  pull-request,  pull-requests,  stoat,  template, ci-cd-pipeline",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Turn pull request comments into developer dashboards.,TypeScript,MIT License,False,True,67.0,3.0,1.0,"['TypeScript', 'CSS', 'JavaScript', 'HTML', 'Shell', 'Handlebars', 'Jinja']","{""repository"": ""stoat-dev/stoat-action"", ""dependencies"": [], ""metadata"": {""sources_checked"": [], ""total_dependencies"": 0, ""error"": null}}",0,
superman66,wakatime-sync,project management,52,0,4,5,0,9," cwe-1333,  cwe-173,  cwe-20,  cwe-200,  cwe-352,  cwe-770, cwe-020",9.0,30,3,1,107,3,115,4,933,30,5,16,3,933000,9," javascript,  sync,  wakatime,  wakatime-apikey,  wakatime-dashboard,  wakatime-sync, gist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan,"{""repository"": ""superman66/wakatime-sync"", ""dependencies"": [{""name"": ""@octokit/rest"", ""version"": ""^16.18.1"", ""type"": ""production""}, {""name"": ""@zeit/ncc"", ""version"": ""^0.21.1"", ""type"": ""production""}, {""name"": ""axios"", ""version"": ""^0.21.2"", ""type"": ""production""}, {""name"": ""dayjs"", ""version"": ""^1.8.20"", ""type"": ""production""}, {""name"": ""dotenv"", ""version"": ""^7.0.0"", ""type"": ""production""}, {""name"": ""wakatime-client"", ""version"": ""^2.0.2"", ""type"": ""production""}, {""name"": ""husky"", ""version"": ""^1.3.1"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^1.16.4"", ""type"": ""development""}, {""name"": ""pretty-quick"", ""version"": ""^1.10.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 9, ""error"": null}}",9,
swinton,screenshot-website,code quality,103,1,1,3,0,5," cwe-22,  cwe-400,  cwe-476, cwe-1321",5.0,30,15,2,26,4,191,3,2388,30,17,30,7,2388000,12," github-actions,  screenshot,  website, actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":camera_flash: A GitHub Action to capture screenshots of a website, across Windows, Mac, and Linux",JavaScript,ISC License,False,True,191.0,27.0,4.0,['JavaScript'],"{""repository"": ""swinton/screenshot-website"", ""dependencies"": [{""name"": ""@actions/artifact"", ""version"": ""^0.1.0"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""bunyan"", ""version"": ""^1.8.12"", ""type"": ""production""}, {""name"": ""bunyan-format"", ""version"": ""^0.2.1"", ""type"": ""production""}, {""name"": ""capture-website"", ""version"": ""^0.8.1"", ""type"": ""production""}, {""name"": ""dotenv"", ""version"": ""^16.3.1"", ""type"": ""production""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""production""}, {""name"": ""puppeteer"", ""version"": ""^13.7.0"", ""type"": ""production""}, {""name"": ""@zeit/ncc"", ""version"": ""^0.22.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.47.0"", ""type"": ""development""}, {""name"": ""eslint-config-airbnb"", ""version"": ""^19.0.4"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^9.0.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.28.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^26.9.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jsx-a11y"", ""version"": ""^6.7.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.0.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-react"", ""version"": ""^7.33.1"", ""type"": ""development""}, {""name"": ""husky"", ""version"": ""^8.0.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^28.1.3"", ""type"": ""development""}, {""name"": ""nodemon"", ""version"": ""^3.0.1"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.0.1"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 21, ""error"": null}}",21,
synopsys-sig,detect-action,security,57,0,1,7,0,8," cwe-080,  cwe-116,  cwe-1333,  cwe-295,  cwe-297,  cwe-400,  cwe-74, cwe-020",8.0,30,13,2,32,9,28,6,5956,30,43,30,14,5956000,9,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TypeScript,Apache License 2.0,False,True,28.0,32.0,9.0,"['TypeScript', 'JavaScript']","{""repository"": ""synopsys-sig/detect-action"", ""dependencies"": [{""name"": ""@actions/artifact"", ""version"": ""^0.5.2"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.6.0"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.0.0"", ""type"": ""production""}, {""name"": ""@actions/glob"", ""version"": ""^0.2.0"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^1.7.1"", ""type"": ""production""}, {""name"": ""@octokit/rest"", ""version"": ""^18.12.0"", ""type"": ""production""}, {""name"": ""typed-rest-client"", ""version"": ""^1.8.6"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^27.0.3"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^16.11.6"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^5.3.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^5.3.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.31.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.1.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^27.4.5"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^2.4.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^27.1.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.5.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 18, ""error"": null}}",18,
sysdiglabs,scan-action,security,36,0,2,5,0,7," cwe-078,  cwe-088,  cwe-367,  cwe-377,  cwe-378, cwe-020",7.0,30,8,11,10,12,30,8,1069,30,7,30,4,1069000,10," scan,  scanning,  security,  sysdig-scanning,  vulnerability,  vulnerability-scanners, image-scanning",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inline Image Scan Github Action,TypeScript,Apache License 2.0,False,True,30.0,10.0,11.0,"['TypeScript', 'Nix', 'Shell', 'JavaScript']","{""repository"": ""sysdiglabs/scan-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.0.0"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.12"", ""type"": ""development""}, {""name"": ""@types/tmp"", ""version"": ""^0.2.6"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^7.32.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""tmp"", ""version"": ""^0.2.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.2.3"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.5.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 11, ""error"": null}}",11,
szenius,notion-burndown,project management,59,2,2,5,0,9," cwe-080,  cwe-116,  cwe-173,  cwe-20,  cwe-319,  cwe-400,  cwe-730,  cwe-74,  n/a, cwe-020",9.0,30,1,7,24,4,64,2,4527,30,0,30,0,4527000,9," burndown-chart,  notion,  notion-api,  notion-database,  notion-enhancer,  scrum,  scrum-agile, burndown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan,"{""repository"": ""szenius/notion-burndown"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.6.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.0.1"", ""type"": ""production""}, {""name"": ""@notionhq/client"", ""version"": ""^1.0.4"", ""type"": ""production""}, {""name"": ""chart.js-image"", ""version"": ""^6.0.3"", ""type"": ""production""}, {""name"": ""dotenv"", ""version"": ""^16.0.0"", ""type"": ""production""}, {""name"": ""lodash"", ""version"": ""^4.17.21"", ""type"": ""production""}, {""name"": ""loglevel"", ""version"": ""^1.8.0"", ""type"": ""production""}, {""name"": ""moment"", ""version"": ""^2.29.2"", ""type"": ""production""}, {""name"": ""moment-timezone"", ""version"": ""^0.5.34"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.33.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.12.0"", ""type"": ""development""}, {""name"": ""eslint-config-airbnb-base"", ""version"": ""^15.0.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^8.5.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.25.4"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.6.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 15, ""error"": null}}",15,
teatimeguest,setup-texlive-action,utilities,125,0,0,3,0,3," cwe-400,  cwe-730, cwe-020",3.0,30,4,30,2,4,44,3,10384,30,11,30,2,10384000,12," github-actions,  latex,  luatex,  pdftex,  tex,  texlive,  xetex, actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,A GitHub Action to set up TeX Live,TypeScript,MIT License,False,True,45.0,2.0,4.0,"['TypeScript', 'JavaScript', 'Shell', 'Nunjucks', 'jq']","{""repository"": ""teatimeguest/setup-texlive-action"", ""dependencies"": [{""name"": ""semver"", ""version"": ""^7.7.1"", ""type"": ""production""}, {""name"": ""@go-task/cli"", ""version"": ""^3.39.2"", ""type"": ""development""}, {""name"": ""@rspack/cli"", ""version"": ""^1.0.14"", ""type"": ""development""}, {""name"": ""@types/mock-fs"", ""version"": ""^4.13.4"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""~20.16.15"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""^7.5.8"", ""type"": ""development""}, {""name"": ""better-typescript-lib"", ""version"": ""^2.9.0"", ""type"": ""development""}, {""name"": ""dprint"", ""version"": ""^0.47.5"", ""type"": ""development""}, {""name"": ""editorconfig-checker"", ""version"": ""^6.0.0"", ""type"": ""development""}, {""name"": ""esbuild"", ""version"": ""^0.24.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^9.13.0"", ""type"": ""development""}, {""name"": ""git-cliff"", ""version"": ""^2.6.1"", ""type"": ""development""}, {""name"": ""jest-extended"", ""version"": ""^4.0.2"", ""type"": ""development""}, {""name"": ""markdown-link-check"", ""version"": ""^3.12.2"", ""type"": ""development""}, {""name"": ""mock-fs"", ""version"": ""^5.4.1"", ""type"": ""development""}, {""name"": ""npm-run-all2"", ""version"": ""^7.0.1"", ""type"": ""development""}, {""name"": ""patch-package"", ""version"": ""^8.0.0"", ""type"": ""development""}, {""name"": ""taze"", ""version"": ""^0.18.0"", ""type"": ""development""}, {""name"": ""ts-dedent"", ""version"": ""^2.2.0"", ""type"": ""development""}, {""name"": ""ts-essentials"", ""version"": ""^10.0.2"", ""type"": ""development""}, {""name"": ""tsx"", ""version"": ""^4.19.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.6.3"", ""type"": ""development""}, {""name"": ""vitest"", ""version"": ""^2.1.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 23, ""error"": null}}",23,
technote-space,create-pr-action,utilities,731,1,8,16,0,25," cwe-1333,  cwe-178,  cwe-200,  cwe-248,  cwe-400,  cwe-50,  cwe-74,  cwe-79,  cwe-835,  cwe-918, cwe-1321",25.0,30,8,30,6,2,30,2,21063,30,5,30,4,21063000,30,github-actions,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Actions to manage PullRequest,TypeScript,MIT License,False,True,31.0,6.0,2.0,"['TypeScript', 'JavaScript', 'Shell']","{""repository"": ""technote-space/create-pr-action"", ""dependencies"": [{""name"": ""npm-check-updates"", ""version"": ""^16.4.3"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""development""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""development""}, {""name"": ""@commitlint/cli"", ""version"": ""^17.3.0"", ""type"": ""development""}, {""name"": ""@commitlint/config-conventional"", ""version"": ""^17.3.0"", ""type"": ""development""}, {""name"": ""@rollup/plugin-commonjs"", ""version"": ""^23.0.3"", ""type"": ""development""}, {""name"": ""@rollup/plugin-json"", ""version"": ""^5.0.2"", ""type"": ""development""}, {""name"": ""@rollup/plugin-node-resolve"", ""version"": ""^15.0.1"", ""type"": ""development""}, {""name"": ""@rollup/plugin-typescript"", ""version"": ""^10.0.1"", ""type"": ""development""}, {""name"": ""@sindresorhus/tsconfig"", ""version"": ""^3.0.1"", ""type"": ""development""}, {""name"": ""@technote-space/github-action-helper"", ""version"": ""^5.3.10"", ""type"": ""development""}, {""name"": ""@technote-space/github-action-pr-helper"", ""version"": ""^2.3.7"", ""type"": ""development""}, {""name"": ""@technote-space/github-action-test-helper"", ""version"": ""^0.11.1"", ""type"": ""development""}, {""name"": ""@technote-space/release-github-actions-cli"", ""version"": ""^1.9.3"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^18.11.10"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^5.45.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^5.45.0"", ""type"": ""development""}, {""name"": ""@vitest/coverage-c8"", ""version"": ""^0.25.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.29.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.26.0"", ""type"": ""development""}, {""name"": ""husky"", ""version"": ""^8.0.2"", ""type"": ""development""}, {""name"": ""lint-staged"", ""version"": ""^13.1.0"", ""type"": ""development""}, {""name"": ""pinst"", ""version"": ""^3.0.0"", ""type"": ""development""}, {""name"": ""rollup"", ""version"": ""^3.5.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.9.3"", ""type"": ""development""}, {""name"": ""vitest"", ""version"": ""^0.25.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 26, ""error"": null}}",26,
test-room-7,action-update-file,utilities,53,0,1,2,0,3," cwe-1333,  cwe-400, cwe-020",3.0,30,2,17,10,3,40,6,581,24,4,12,1,581000,10," typescript, github-action",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Update (i.e. commit and push) files on GitHub,TypeScript,MIT License,False,True,40.0,10.0,3.0,['TypeScript'],"{""repository"": ""test-room-7/action-update-file"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.10.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""4.0.0"", ""type"": ""production""}, {""name"": ""@octokit/plugin-throttling"", ""version"": ""3.3.1"", ""type"": ""production""}, {""name"": ""fast-glob"", ""version"": ""3.2.12"", ""type"": ""production""}, {""name"": ""@types/node"", ""version"": ""14.11.8"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""4.4.1"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""4.4.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.36.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""7.11.0"", ""type"": ""development""}, {""name"": ""eslint-config-web-scrobbler"", ""version"": ""2.1.1"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.1.2"", ""type"": ""development""}, {""name"": ""prettier-config-web-scrobbler"", ""version"": ""0.1.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""4.0.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 13, ""error"": null}}",13,
test-summary,action,testing,25,0,0,0,0,0,,0.0,30,2,6,34,2,408,8,250,30,20,18,2,250000,10," ci-cd,  github-actions,  testing, actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Show a helpful summary of test results in GitHub Actions CI/CD workflow runs,TypeScript,MIT License,False,True,410.0,35.0,2.0,['TypeScript'],"{""repository"": ""test-summary/action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""glob"", ""version"": ""^8.1.0"", ""type"": ""production""}, {""name"": ""glob-promise"", ""version"": ""^6.0.2"", ""type"": ""production""}, {""name"": ""xml2js"", ""version"": ""^0.5.0"", ""type"": ""production""}, {""name"": ""@types/chai"", ""version"": ""^4.3.4"", ""type"": ""development""}, {""name"": ""@types/chai-as-promised"", ""version"": ""^7.1.5"", ""type"": ""development""}, {""name"": ""@types/mocha"", ""version"": ""^10.0.1"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^18.11.18"", ""type"": ""development""}, {""name"": ""@types/xml2js"", ""version"": ""^0.4.11"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.0"", ""type"": ""development""}, {""name"": ""chai"", ""version"": ""^4.3.7"", ""type"": ""development""}, {""name"": ""chai-as-promised"", ""version"": ""^7.1.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.32.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.6.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^27.2.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.4.0"", ""type"": ""development""}, {""name"": ""mocha"", ""version"": ""^10.2.0"", ""type"": ""development""}, {""name"": ""mocha-junit-reporter"", ""version"": ""^2.2.0"", ""type"": ""development""}, {""name"": ""mocha-multi-reporters"", ""version"": ""^1.5.1"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^2.8.3"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.9.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 22, ""error"": null}}",22,
the-actions-org,workflow-dispatch,utilities,161,0,1,3,0,4," cwe-1333,  cwe-400, cwe-020",4.0,30,6,5,51,3,69,11,437,24,1,24,1,437000,9,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A GitHub Action for triggering workflows, using the `workflow_dispatch` event",TypeScript,MIT License,False,False,69.0,129.0,3.0,"['TypeScript', 'JavaScript']","{""repository"": ""the-actions-org/workflow-dispatch"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.10.1"", ""type"": ""development""}, {""name"": ""@actions/github"", ""version"": ""6.0.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""7.7.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""7.7.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.57.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.4.5"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 7, ""error"": null}}",7,
thomaseizinger,keep-a-changelog-new-release,publishing,952,6,9,11,1,27," cwe-1321,  cwe-1333,  cwe-173,  cwe-184,  cwe-20,  cwe-345,  cwe-347,  cwe-359,  cwe-400,  cwe-476,  cwe-697,  cwe-74,  cwe-78,  cwe-915,  cwe-918, cwe-130",27.0,30,6,8,38,4,57,6,369,29,2,10,0,369000,9,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Automatically update your CHANGELOG.md for a new release,TypeScript,MIT License,False,True,58.0,38.0,4.0,"['TypeScript', 'JavaScript', 'Shell']","{""repository"": ""thomaseizinger/keep-a-changelog-new-release"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.2.0"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.0.3"", ""type"": ""production""}, {""name"": ""remark-parse"", ""version"": ""^7.0.2"", ""type"": ""production""}, {""name"": ""remark-stringify"", ""version"": ""^8.1.1"", ""type"": ""production""}, {""name"": ""stream-buffers"", ""version"": ""^3.0.2"", ""type"": ""production""}, {""name"": ""unified"", ""version"": ""^8.4.2"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^24.0.23"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^12.7.12"", ""type"": ""development""}, {""name"": ""@types/stream-buffers"", ""version"": ""^3.0.3"", ""type"": ""development""}, {""name"": ""@types/unist"", ""version"": ""^2.0.3"", ""type"": ""development""}, {""name"": ""@types/vfile"", ""version"": ""^4.0.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^2.8.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^5.16.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^2.0.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^22.21.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^24.9.0"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^24.9.0"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^3.13.1"", ""type"": ""development""}, {""name"": ""mock-env"", ""version"": ""^0.2.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^1.19.1"", ""type"": ""development""}, {""name"": ""to-vfile"", ""version"": ""^6.0.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^24.2.0"", ""type"": ""development""}, {""name"": ""ts-loader"", ""version"": ""^6.2.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^3.7.3"", ""type"": ""development""}, {""name"": ""webpack"", ""version"": ""^4.41.2"", ""type"": ""development""}, {""name"": ""webpack-cli"", ""version"": ""^3.3.10"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 26, ""error"": null}}",26,
tibdex,backport,utilities,477,0,1,3,1,5," cwe-184,  cwe-400,  cwe-730, cwe-1333",5.0,30,9,8,66,4,74,9,2167,30,11,30,4,2167000,10," github-action,  javascript-github-action,  pull-requests, backport",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,🔙 GitHub Action to backport pull requests,TypeScript,MIT License,False,True,74.0,66.0,4.0,"['TypeScript', 'JavaScript']","{""repository"": ""tibdex/backport"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""ensure-error"", ""version"": ""^4.0.0"", ""type"": ""production""}, {""name"": ""lodash-es"", ""version"": ""^4.17.21"", ""type"": ""production""}, {""name"": ""@trivago/prettier-plugin-sort-imports"", ""version"": ""^4.2.0"", ""type"": ""development""}, {""name"": ""@octokit/webhooks-types"", ""version"": ""^7.1.0"", ""type"": ""development""}, {""name"": ""@types/error-cause"", ""version"": ""^1.0.1"", ""type"": ""development""}, {""name"": ""@types/lodash-es"", ""version"": ""^4.17.8"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.4.5"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.1"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^8.9.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.28.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-sort-destructure-keys"", ""version"": ""^1.5.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-typescript-sort-keys"", ""version"": ""^2.3.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.0.0"", ""type"": ""development""}, {""name"": ""prettier-plugin-packagejson"", ""version"": ""^2.4.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.1.6"", ""type"": ""development""}, {""name"": ""xo"", ""version"": ""^0.55.0"", ""type"": ""development""}, {""name"": ""yarn-deduplicate"", ""version"": ""^6.0.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 20, ""error"": null}}",20,
